1|KS A 0516|소용돌이 유량계에 의한 유량 측정 방법 (폐지)|2003-12-11|2003-1571||김세진|
2846|KS B ISO12167-1|미끄럼 베어링 - 정상상태 조건하의 배유 홈 붙이 정압 미끄럼 저널 베어링 - 제1부: 배유 홈 붙이 오일 윤활 미끄럼 저널 베어링의 계산|2019-01-31|2018-0607|기계융합산업표준과|김낙현|
2847|KS B ISO12167-2|플레인 베어링 — 정상상태 하의 배유 홈붙이 정압 플레인 저널 베어링 — 제2부: 배유 홈붙이 오일 윤활 플레인 저널 베어링 계산을 위한 특성값|2019-12-30|2019-0544|기계융합산업표준과|김낙현|
2848|KS B ISO12168-1|플레인 베어링 — 정상상태 하의 배유 홈 없는 정압 플레인 저널 베어링 — 제1부: 배유 홈 없는 오일 윤활 플레인 저널 베어링의 계산|2019-12-30|2019-0544|기계융합산업표준과|김낙현|
2849|KS B ISO12168-2|플레인 베어링 — 정상상태 하의 배유 홈 없는 정압 플레인 저널 베어링 — 제2부: 배유 홈 없는 오일 윤활 플레인 저널 베어링 계산을 위한 특성값|2019-12-30|2019-0544|기계융합산업표준과|김낙현|
2850|KS B ISO1217|용적형 압축기-시험 검사 (폐지)|2013-12-27|2013-0061|기계융합산업표준과|양승배|
2851|KS B ISO12170|가스 용접 장치 - 용접 및 접합 공정용 열가소성 호스 (폐지)|2013-12-18|2013-0731|기계융합산업표준과|양동학|
2852|KS B ISO12179|제품의 형상 명세(GPS) ― 표면의 결(조직): 프로파일법 ― 접촉(촉침)식|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2853|KS B ISO12180-1|제품의 형상 명세(GPS) ― 원통도 ― 제1부: 원통형상 용어 및 파라미터|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2854|KS B ISO12180-2|제품의 형상 명세(GPS) ― 원통도 ― 제2부: 명세 연산자|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2855|KS B ISO12181-1|제품의 형상 명세(GPS) ― 진원도 ― 제1부: 진원도의 용어 및 파라미터|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2856|KS B ISO12181-2|제품의 형상 명세(GPS) ― 진원도 ― 제2부: 명세 연산자|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2857|KS B ISO12186|제조자동화프로그램언어환경 개요(MAPLE) (폐지)|2013-11-14|2013-0606|전기전자정보표준과|정진우|
2858|KS B ISO1219-2|유체 동력 시스템 및 부품 - 그래픽 기호 및 회로도 - 제 2 부 : 회로도 (폐지)|2013-12-30||기계융합산업표준과|양승배|
2859|KS B ISO12209-1|가스 용기-압축 공기 호흡용 용기 밸브의 가스 충전구-제1부：요크 연결부 (폐지)|2015-12-30|2015-0645|기계융합산업표준과|정지훈|
2860|KS B ISO12209-2|가스 용기-압축 공기 호흡용 용기 밸브의 가스 충전구-제2부：나사 연결부 (폐지)|2015-12-30|2015-0645|기계융합산업표준과|정지훈|
2861|KS B ISO12209-3|가스 용기-호흡용 압축 공기 가스 용기 밸브의 출구 연결부-제3부：230바 밸브용 어댑터 (폐지)|2015-12-30|2015-0645|기계융합산업표준과|정지훈|
2862|KS B ISO12210-1|크레인- 작업 및 휴지에 대한 고정장치- 제 1부 : 일반 (폐지)|2013-12-12|2013-0692|기계융합산업표준과|양승배|
2863|KS B ISO12210-4|크레인- 작업 및 휴지시의 고정장치- 제 4부 : 지브 크레인 (폐지)|2013-12-12|2013-0692|기계융합산업표준과|양승배|
2864|KS B ISO12238|공압 유체 동력 - 방향 제어 밸브 - 변환 시간 측정 (폐지)|2013-12-27|2013-0061|기계융합산업표준과|양승배|
2865|KS B ISO1224-1|구름 베어링－정밀 기기 베어링－제1부：미터계열 베어링의 경계치수, 공차 및 특성 (폐지)|2018-12-31|2018-0606|기계융합산업표준과|김낙현|
2866|KS B ISO1224-2|구름 베어링－정밀 기기 베어링－제2부：인치계열 베어링의 경계치수, 공차 및 특성 (폐지)|2018-12-31|2018-0606|기계융합산업표준과|김낙현|
2867|KS B ISO12240-1|구형 플레인 베어링 ― 제1부: 레이디얼 구형 플레인 베어링|2019-12-30|2019-0544|기계융합산업표준과|김낙현|
2868|KS B ISO12301|미끄럼베어링 - 기하학적 형상과 재료품질 특성의 품질관리 기법과 검사 (폐지)|2013-12-23||기계융합산업표준과|김낙현|
2869|KS B ISO12302|미끄럼베어링 - 품질특성 - 통계적 공정제어 (폐지)|2013-12-23||기계융합산업표준과|김낙현|
2870|KS B ISO12303|미끄럼베어링 - 품질특성 - 기계 및 공정용량의 계산 (폐지)|2013-12-23||기계융합산업표준과|김낙현|
2871|KS B ISO12306|미끄럼베어링 - 얇은 벽 분할 베어링 및 부시의 벽두께 측정 (폐지)|2017-12-29|2017-0669|기계융합산업표준과|김낙현|
2872|KS B ISO12307-1|미끄럼베어링 - 랩드 부시- 제1부 : 바깥지름 검사 (폐지)|2016-12-21|2016-0529|기계융합산업표준과|김낙현|
2873|KS B ISO12307-2|미끄럼베어링 - 랩드 부시의 검사 - 제2부 : 안지름검사 (폐지)|2016-12-21|2016-0529|기계융합산업표준과|김낙현|
2874|KS B ISO12308|미끄럼베어링 ― 품질보증 ― 샘플 타입 ― 정의, 적용 및 시험 (폐지)|2013-12-23||기계융합산업표준과|김낙현|
2875|KS B ISO1234|분할핀|2018-06-25|2018-0171|기계융합산업표준과|양동학|
2876|KS B ISO12368|농업용 차량 ― 견인 차랑용 기계식 훅형 연결장치 ― 시험방법과 요구조건|2018-06-08|2018-0163|기계융합산업표준과|정현우|
2877|KS B ISO12374|농업용 관개-전기적으로 구동 또는 제어되는 관개용 기계의 배선과 장비|2017-11-27|2017-0535|기계융합산업표준과|정현우|
2878|KS B ISO12391-1|가스 실린더 － 재충전용 이음매 없는 강 － 성능 시험 － 제1부: 개념, 배경 및 결론|2020-12-30|2020-0579|기계융합산업표준과|정지훈|
2879|KS B ISO12391-2|가스 실린더 － 재충전용 이음매 없는 강 － 성능 시험 － 제2부: 파괴 성능 시험 － 단일 파열 시험|2020-12-30|2020-0579|기계융합산업표준과|정지훈|
2880|KS B ISO12391-3|가스 실린더 － 재충전용 이음매 없는 강 － 성능 시험 － 제3부: 파괴 성능 시험 － 반복 파열 시험|2020-12-30|2020-0579|기계융합산업표준과|정지훈|
2881|KS B ISO12391-4|가스 실린더 － 재충전용 이음매 없는 강 － 성능 시험 － 제4부: 결함 실린더 반복시험|2020-12-30|2020-0579|기계융합산업표준과|정지훈|
2882|KS B ISO12478-1|크레인 - 정비 지침서 - 제1부 : 일반 (폐지)|2013-12-12|2013-0692|기계융합산업표준과|양승배|
2883|KS B ISO12480-1|크레인 ― 안전한 사용 ― 제1부: 일반|2017-11-27|2017-0536|기계융합산업표준과|강민구|
2884|KS B ISO12480-3|크레인 — 안전한 사용 — 제3부: 타워 크레인|2022-08-29|2022-0258|기계융합산업표준과|강민구|
2885|KS B ISO12480-4|크레인 ― 안전한 사용 ― 제4부: 지브크레인 (폐지)|2013-12-12|2013-0692|기계융합산업표준과|양승배|
2886|KS B ISO12482-1|크레인-상태 감시-제1부：일 반 (폐지)|2015-12-30|2015-0658|기계융합산업표준과|양승배|
2887|KS B ISO12485|타워크레인 ― 안정성 요건 (폐지)|2020-12-24|2020-0522|기계융합산업표준과|양승배|
2888|KS B ISO12488-1|크레인 ― 차륜과 주행 및 횡행 선로 공차 ― 제1부: 일반|2020-12-16|2020-0471|기계융합산업표준과|강민구|
2889|KS B ISO12488-4|크레인 ― 차륜과 주행 및 횡행 궤도공차 ― 제4부: 지브크레인 (폐지)|2013-12-12|2013-0692|기계융합산업표준과|양승배|
2890|KS B ISO12499|산업용 송풍기-송풍기의 기계적인 안전 보호장치 (폐지)|2013-12-27|2013-0061|기계융합산업표준과|양승배|
2891|KS B ISO12508|토공기계 ― 조종실 및 정비 영역 ― 모서리 가공|2019-12-25|2019-0524|기계융합산업표준과|정현우|
2892|KS B ISO12509|토공기계 ― 조명, 신호 및 표시등과 반사장치|2017-12-11|2017-0581|기계융합산업표준과|정현우|
2893|KS B ISO12510|토공기계 — 작동 및 정비 — 정비 지침|2020-12-24|2020-0525|기계융합산업표준과|정현우|
2894|KS B ISO12511|토공기계 - 아워미터|2020-12-24|2020-0525|기계융합산업표준과|정현우|
2895|KS B ISO12706|비파괴검사 — 침투탐상검사 — 용어|2022-08-08|2022-0200|기계융합산업표준과|김낙현|
2896|KS B ISO12710|비파괴검사 — 초음파탐상검사 — 초음파 탐상기의 전자적 특성 평가|2021-03-23|2021-0055|기계융합산업표준과|김낙현|
2897|KS B ISO12713|비파괴검사 ─ 음향방출검사 ─ 탐촉자의 일차 교정|2018-12-17|2018-0508|기계융합산업표준과|김낙현|
2898|KS B ISO12714|비파괴검사 ─ 음향방출검사 ─ 음향방출센서의 이차 교정|2018-12-17|2018-0508|기계융합산업표준과|김낙현|
2899|KS B ISO12715|비파괴검사 — 초음파탐상검사 — 접촉식 탐촉자의 음향 빔의 특성을 평가하기 위한 대비 시험편과 검사 절차서|2018-12-17|2018-0508|기계융합산업표준과|김낙현|
2900|KS B ISO12721|비파괴검사 — 열중성자 방사선투과검사 — 빔 L/D 비의 결정|2018-12-28|2018-0583|기계융합산업표준과|김낙현|
2901|KS B ISO12737|금속재료 ― 평면변형률 파괴인성 결정 (폐지)|2015-12-22|2015-0597|기계융합산업표준과|윤승환|
2902|KS B ISO12771|실험실용 플라스틱제 기구- 일회용 혈청 피펫|2021-09-03|2021-0303|기계융합산업표준과|윤승환|
2903|KS B ISO12772|실험실용 유리 기구 - 일회용 마이크로해마토크릿 모세관|2021-12-31|2021-0678|바이오화학서비스표준과|지민호|
2904|KS B ISO12780-1|제품의 형상 명세(GPS) ― 진직도 ― 제1부: 진직도의 용어 및 파라미터|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2905|KS B ISO12780-2|제품의 형상 명세(GPS) ― 진직도 ― 제2부: 명세 연산자|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2906|KS B ISO12781-1|제품의 형상 명세(GPS) ― 평면도 ― 제1부: 평면도의 용어 및 파라미터|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2907|KS B ISO12781-2|제품의 형상 명세(GPS) ― 평면도 ― 제2부: 명세 연산자|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2908|KS B ISO128-34|제도 ― 표시의 일반원칙 ― 제34부: 기계제도에서의 투상도|2019-12-31|2019-0595|기계융합산업표준과|김민우|
2909|KS B ISO128-44|제도 ― 표시의 일반 원칙 ― 제44부: 기계제도에서의 단면도|2019-12-31|2019-0595|기계융합산업표준과|김민우|
2910|KS B ISO12819|건전지 동력 휴대용 시계의 건전지 수명 평가방법 (폐지)|2013-12-30|2013-0069|기계융합산업표준과|양승배|
2911|KS B ISO12844|광학 유리 원재료 — 다이아몬드 펠릿의 연삭능 — 시험방법 및 분류|2021-07-22|2021-0193|기계융합산업표준과|고설근|
2912|KS B ISO12853|현미경 — 사용자에게 제공되는 정보|2021-07-22|2021-0193|기계융합산업표준과|고설근|
2913|KS B ISO12857-1|광학 및 광학기기-측량 기기-옥외에서 정확도 결정 방법-제1부:레벨|2017-11-21|2017-0521|기계융합산업표준과|고설근|
2914|KS B ISO12857-2|광학 및 광학기기-측량 기기-옥외에서 정확도 결정 방법-제2부:데오도라이트|2017-11-21|2017-0521|기계융합산업표준과|고설근|
2915|KS B ISO129-1|제품의 기술 문서(TPD) — 치수 및 공차의 표시 — 제1부: 일반 원칙|2020-12-31|2020-0596|기계융합산업표준과|김민우|
2916|KS B ISO13041-1|수치제어 선반 및 터닝센터의 시험 조건 ─ 제1부: 수평 스핀들을 갖는 기계의 기하학적 정확정밀도 시험|2021-12-30|2021-0669|기계융합산업표준과|정지훈|
2917|KS B ISO13041-2|수치제어 선반 및 터닝 센터의 시험 조건ㅡ 제2부: 가공물 고정 수직 스핀들을 갖는 기계의 기하학적 시험|2018-01-22|2018-0006|기계융합산업표준과|정지훈|
2918|KS B ISO13041-3|수치제어 선반 및 터닝 센터의 시험조건 ㅡ 제3부: 역 수직 스핀들을 갖는 기계의 기하학적 시험|2018-01-22|2018-0006|기계융합산업표준과|정지훈|
2919|KS B ISO13041-4|수치제어터닝머신 및 터닝센터의 검사조건 - 제4부:직선 및 회전 운동축의 위치결정 정밀도와 반복 정밀도|2018-01-22|2018-0006|기계융합산업표준과|정지훈|
2920|KS B ISO13041-5|수치제어 선반 및 터닝센터의 시험 조건 ─ 제5부: 속도 및 보간의 정확정밀도|2021-12-30|2021-0669|기계융합산업표준과|정지훈|
2921|KS B ISO13041-6|수치제어 선반 및 터닝센터의 시험조건 ― 제6부: 완성된 시편의 정확정밀도|2018-01-22|2018-0006|기계융합산업표준과|정지훈|
2922|KS B ISO13041-7|수치제어터닝머신 및 터닝센터의 검사조건 - 제7부:평면에서의 윤곽가공 성능의 평가|2018-01-22|2018-0006|기계융합산업표준과|정지훈|
2923|KS B ISO13041-8|수치제어터닝머신 및 터닝센터의 검사조건 - 제8부:열변형의 평가|2018-01-22|2018-0006|기계융합산업표준과|정지훈|
2924|KS B ISO13090-1:2001|기계적 진동 및 충격 — 사람을 대상으로 하는 시험과 실험의 안전성에 대한 지침 — 제1부: 기계적 진동과 반복충격의 온몸 피복|2021-08-31|2021-0299|기계융합산업표준과|김민우|
2925|KS B ISO13091-1|기계적 진동 ─ 신경 기능 장애 평가를 위한 진동 감촉 감지 역치 ― 제1부: 손가락 끝에서의 측정방법|2018-11-19|2018-0432|기계융합산업표준과|김민우|
2926|KS B ISO13091-2|기계적 진동 ― 신경 기능장애 평가를 위한 진동 촉감 인지 역치 ― 제2부: 손끝 측정의 분석 및 해석|2019-11-30|2019-0408|기계융합산업표준과|김민우|
2927|KS B ISO13200|크레인 ― 안전표지 및 위험표시도 ― 일반원칙|2017-11-27|2017-0536|기계융합산업표준과|강민구|
2928|KS B ISO13202|크레인 ― 속도 및 시간변수의 측정|2020-12-16|2020-0471|기계융합산업표준과|강민구|
2929|KS B ISO13253|덕트 접속형 에어컨디셔너 및 공기 대 공기 열펌프 — 성능 시험 및 평가|2018-07-02|2018-0183|기계융합산업표준과|정지훈|
2930|KS B ISO13256-1|수열원 열 펌프 ─ 성능 시험 및 평가 ─ 제1부: 물-공기와 브라인-공기 열 펌프|2022-06-02|2022-0092|기계융합산업표준과|정지훈|
2931|KS B ISO13256-2|물을 열원으로 이용한 열펌프의 성능시험 평가-제2부: 물대 물, 염수 대 물 열펌프|2019-12-13|2019-0472|기계융합산업표준과|정지훈|
2932|KS B ISO13261-1|에어컨 및 공기 열원 열펌프 장치의 음향 출력 등급 ─ 제1부: 덕트 없는 실외 장치|2022-06-02|2022-0092|기계융합산업표준과|정지훈|
2933|KS B ISO13261-2|에어컨 및 공기열원 열펌프 장치의 음향 출력 등급 ─ 제2부: 덕트 없는 실내 장치|2022-06-02|2022-0092|기계융합산업표준과|정지훈|
2934|KS B ISO1328-1|원통 기어－정밀도 등급 제1부：기어의 이에 관한 오차의 정의 및 허용값|2020-11-24|2020-0393|기계융합산업표준과|양동학|
2935|KS B ISO1328-2|원통기어-정밀도 등급 제1부 : 양쪽 잇면 물림 오차 및 이 홈 흔들림의 정의와 허용값|2020-11-24|2020-0393|기계융합산업표준과|양동학|
2936|KS B ISO13281|산업자동화시스템-제조자동화프로그램언어환경 개요(MAPLE) (폐지)|2013-11-14|2013-0606|전기전자정보표준과|정진우|
2937|KS B ISO13281-2|산업자동시스템 및 통합-제조 자동화 프로그래밍 환경(MAPLE)-제2부 서비스 및 인터페이스 (폐지)|2013-11-14|2013-0606|전기전자정보표준과|정진우|
2938|KS B ISO13283|산업자동화-시간이 결정적인 통신구조-시간이 중요한 시스템용 네트워크관리 및 사용자 요건 (폐지)|2013-11-14|2013-0606|전기전자정보표준과|정진우|
2939|KS B ISO13284|지게차 ― 덧발포크 및 신축식 포크 ― 기술적특성 및 강도 요구사항|2018-06-08|2018-0163|기계융합산업표준과|강민구|
2940|KS B ISO13333|토공기계 ― 덤프차체 및 조정실의 기울임 지지 장치|2017-12-11|2017-0581|기계융합산업표준과|정현우|
2941|KS B ISO13337|스프링식 곧은 핀 — 홈, 경하중용|2020-11-24|2020-0392|기계융합산업표준과|양동학|
2942|KS B ISO13338|가스 실린더 — 가스와 가스 혼합물 — 실린더 밸브 충전구 선택을 위한 인체조직 부식성 결정|2018-12-13|2018-0492|기계융합산업표준과|정지훈|
2943|KS B ISO13340|운반용 가스 실린더 - 재충전 금지 실린더용 실린더 밸브 - 시방서 및 시제품 시험 (폐지)|2017-09-28|2017-0409|기계융합산업표준과|이경희|
2944|KS B ISO13341|가스 실린더 － 가스 실린더의 밸브 체결|2020-12-30|2020-0579|기계융합산업표준과|정지훈|
2945|KS B ISO13347-1|산업용 송풍기 - 표준 시험 조건에서의 송풍기 음향 파워 레벨 결정 - 제1부 : 일반적 개요|2020-11-24|2020-0396|기계융합산업표준과|이경희|
2946|KS B ISO13347-2|산업용 송풍기 - 표준 시험 조건에서의 송풍기 음향 파워 레벨 결정 - 제2부 : 잔향실 방법|2020-11-24|2020-0396|기계융합산업표준과|이경희|
2947|KS B ISO13347-3|산업용 송풍기 - 표준 시험 조건에서의 송풍기 음향 파워 레벨 결정 - 제3부 : 둘러싸는 면 방법|2020-11-24|2020-0396|기계융합산업표준과|이경희|
2948|KS B ISO13347-4|산업용 송풍기 - 표준 시험 조건에서의 송풍기 음향 파워 레벨 결정 - 제4부 : 음향 세기 방법|2020-11-24|2020-0396|기계융합산업표준과|이경희|
2949|KS B ISO13349|산업용 팬－용어와 종류의 정의 (폐지)|2013-12-27|2013-0061|기계융합산업표준과|양승배|
2950|KS B ISO13350|산업용송풍기-제트송풍기의 성능실험|2021-12-13|2021-0580|기계융합산업표준과|이경희|
2951|KS B ISO13351|산업용 팬－치수 (폐지)|2013-12-27|2013-0061|기계융합산업표준과|양승배|
2952|KS B ISO13359|관로에서의 전도성 유체 유량 측정 - 플랜지식 전자기 유량계 - 전체 길이|2019-12-16|2019-0484|기계융합산업표준과|윤승환|
2953|KS B ISO13372|기계의 상태 감시 및 진단 — 용어|2020-12-29|2020-0574|기계융합산업표준과|김민우|
2954|KS B ISO13373-1|기계의 상태 감시 및 진단 ― 진동 상태 감시 ― 제1부: 일반 지침|2019-11-30|2019-0408|기계융합산업표준과|김민우|
2955|KS B ISO13373-2|기계의 상태 감시와 진단 — 진동 상태 감시 — 제2부: 진동 데이터의 처리, 분석 및 표현|2017-12-27|2017-0646|기계융합산업표준과|김민우|
2956|KS B ISO13374-1|기계의 상태 감시 및 진단 ― 데이터 처리, 통신 및 표현 ― 제1부: 일반 지침|2019-11-30|2019-0408|기계융합산업표준과|김민우|
2957|KS B ISO13379-1|기계의 상태 감시 및 진단 ― 데이터 해석 및 진단 기술 ― 제1부: 일반 지침|2019-11-30|2019-0408|기계융합산업표준과|김민우|
2958|KS B ISO13380|기계의 상태 감시 및 진단 ― 성능 매개변수 이용에 대한 일반 지침 (폐지)|2014-12-29|2014-0934|기계융합산업표준과|양승배|
2959|KS B ISO13381-1|기계의 상태 감시와 진단 — 예측진단 — 제1부: 일반 지침|2021-08-31|2021-0299|기계융합산업표준과|김민우|
2960|KS B ISO13385-1|제품 형상 명세 (GPS) - 치수 측정기 - 제1부: 캘리퍼스: 설계 및 계측 특성|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2961|KS B ISO1340|원통 기어 – 기어 구매자가 필요한 기어를 얻기 위해 제작자에게 제공해야 할 정보 (폐지)|2013-12-23||기계융합산업표준과|양승배|
2962|KS B ISO1341|직선 베벨 기어 ― 기어 구매자가 제작자에게 제공해야 할 정보 (폐지)|2013-12-23||기계융합산업표준과|양승배|
2963|KS B ISO13457|농업용 관개장비 ― 물 구동식 화학물질 주입펌프|2019-12-25|2019-0524|기계융합산업표준과|정현우|
2964|KS B ISO13459|토공기계 ― 덤프 ― 교육용 좌석의 조건|2017-12-11|2017-0581|기계융합산업표준과|정현우|
2965|KS B ISO13482|로봇 및 로봇 장치 ― 개인지원로봇 안전 요구사항|2019-12-13|2019-0466|기계융합산업표준과|강민구|
2966|KS B ISO13503-3|석유 및 천연가스 산업 ― 완성 유체 및 재료 ― 제3부: 중염수 시험|2022-08-10|2022-0220|기계융합산업표준과|강민구|
2967|KS B ISO1352|강 ― 비틀림 응력 피로 시험 (폐지)|2015-12-22|2015-0597|기계융합산업표준과|윤승환|
2968|KS B ISO13534|석유 및 천연 가스 산업 - 천공 및 생산 장비 - 인양 장비의 점검, 유지보수, 수리 및 재생|2022-08-10|2022-0220|기계융합산업표준과|강민구|
2969|KS B ISO13535|석유 및 천연 가스 산업 - 천공 및 생산 장비 - 인양 장비|2022-08-10|2022-0220|기계융합산업표준과|강민구|
2970|KS B ISO13539|토공기계 ― 트렌처 ― 정의 및 상용사양|2019-12-25|2019-0524|기계융합산업표준과|정현우|
2971|KS B ISO13562-1|산업용 트럭 고소지게차 가변리치트럭 ― 제1부: 안정도 시험|2019-12-25|2019-0524|기계융합산업표준과|강민구|
2972|KS B ISO13562-2|산업용 트럭 고소지게차 가변리치트럭 ― 제2부: 6m 이상 컨테이너 작업용지게차의 추가안정도 시험|2019-12-25|2019-0524|기계융합산업표준과|강민구|
2973|KS B ISO22915-5|산업용 트럭 — 안정도 검증 — 제5부: 한쪽 측면-적재식 트럭|2021-08-27|2021-0280|기계융합산업표준과|강민구|
2974|KS B ISO13563-2|측면 지게차 ― 제2부: 컨테이너(6m 이상) 작업용 지게차에 대한 추가 안정도 시험|2018-06-08|2018-0163|기계융합산업표준과|강민구|
2975|KS B ISO13564-1|산업용 동력트럭 ─ 시야성 확보를 위한 시험 방법 ─ 제1부: 좌승식 및 입승식 트럭과 10 t 용량 이하의 가변 리치 트럭|2020-11-17|2020-0376|기계융합산업표준과|강민구|
2976|KS B ISO13565-1|제품의 형상 명세(GPS) ― 표면의 결(조직): 프로파일법; 층상 기능특성을 갖는 표면 ― 제1부: 필터링 및 일반 측정 조건|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2977|KS B ISO13565-2|제품의 형상 명세(GPS) ― 표면의 결(조직): 프로파일법: 층상 기능 특성을 갖는 표면 ― 제2부: 선형 실체비 곡선을 이용한 높이 특성|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2978|KS B ISO13565-3|제품의 형상 명세(GPS) ― 표면의 결(조직): 프로파일법: 층상 기능 특성을 갖는 표면 ― 제3부: 재료 확률 곡선을 이용한 높이 특성|2019-12-24|2019-0519|기계융합산업표준과|김민우|
2979|KS B ISO13584-1|산업 자동화 시스템 및 통합 ― 부품 라이브러리 ― 제1부: 개요 및 기본 원리|2020-12-22|2020-0516|전기전자정보표준과|정진우|
2980|KS B ISO13584-101|산업 자동화 시스템 및 통합 ― 부품 라이브러리 ― 제101부: 파라메트릭 프로그램에 의한 기하 뷰 교환 프로토콜|2020-12-22|2020-0516|전기전자정보표준과|정진우|
2981|KS B ISO13584-20|산업 자동화 시스템 및 통합 — 부품 라이브러리 — 제20부 : 논리적 자원: 수식의 논리적 모델|2018-12-26|2018-0544|전기전자정보표준과|정진우|
2982|KS B ISO13584-24|산업 자동화 시스템 및 통합 ― 부품 라이브러리 ― 제24부: 논리 자원: 공급자 라이브러리의 논리 모델|2020-12-22|2020-0516|전기전자정보표준과|정진우|
2983|KS B ISO13584-25|산업 자동화 시스템 및 통합 — 부품 라이브러리 — 제25부: 논리 자원: 다중값 및 명시적 내용을 가진 공급자 라이브러리의 논리 모델|2021-09-27|2021-0403|전기전자정보표준과|정진우|
2984|KS B ISO13584-26|산업 자동화 시스템 및 통합 ― 부품 라이브러리 ― 제26부: 논리 자원: 정보 공급자 식별|2020-12-22|2020-0516|전기전자정보표준과|정진우|
2985|KS B ISO13584-31|산업 자동화 시스템 및 통합 ― 부품 라이브러리 ― 제31부: 구현 자원: 기하학적 프로그래밍 인터페이스|2020-12-22|2020-0516|전기전자정보표준과|정진우|
2986|KS B ISO13584-42|산업 자동화 시스템 및 통합 ― 부품 라이브러리 ― 제42부: 기술 방법: 부품 패밀리를 조직하는 방법|2020-12-22|2020-0516|전기전자정보표준과|정진우|
2987|KS B ISO13584-501|산업 자동화 시스템 및 통합 — 부품 라이브러리 — 제501부: 계측 기기 참조 사전 — 등록 절차|2021-09-27|2021-0403|전기전자정보표준과|정진우|
2988|KS B ISO13584-511|산업 자동화 시스템 및 통합 — 부품 라이브러리 — 제511부: 일반적인 용도의 기계적 시스템 및 부품 — 파스너 참조 사전|2021-09-27|2021-0403|전기전자정보표준과|정진우|
2989|KS B ISO13588|용접부의 비파괴 검사 ― 초음파 탐상검사 ― 자동화된 위상배열 기술의 사용|2019-12-24|2019-0520|기계융합산업표준과|김낙현|
2990|KS B ISO13653|광학 및 광학 기기- 일반 광학 시험 방법 - 상 시야의 상대 복사조도 측정|2021-07-22|2021-0193|기계융합산업표준과|고설근|
2991|KS B ISO13666|안광학 - 안경 렌즈 ― 용어|2019-12-13|2019-0466|기계융합산업표준과|고설근|
2992|KS B ISO13694|광학 및 광학기기 - 레이저 및 레이저 관련기기 - 레이저 에너지 밀도 시험방법|2020-11-27|2020-0407|기계융합산업표준과|고설근|
2993|KS B ISO13695|광학 및 광학기기 - 레이저 및 레이저 관련기기 - 레이저의 분광특성 시험방법|2020-11-27|2020-0408|기계융합산업표준과|고설근|
2994|KS B ISO13696|광학 및 광학기기 — 광부품에 의한 산란복사 시험 방법|2021-07-22|2021-0193|기계융합산업표준과|고설근|
2995|KS B ISO13706|석유 및 천연 가스 산업 - 공냉식 열교환기|2019-12-13|2019-0472|기계융합산업표준과|강민구|
2996|KS B ISO13726|유압 유체 동력 - 편로드 실린더, 안지름 250 ~ 500 mm,16 MPa(160 bar) 소형급 - 부속품 마운팅 치수 (폐지)|2013-12-30||기계융합산업표준과|양승배|
2997|KS B ISO13753:2001|기계적 진동 및 충격 — 수완계 진동 — 수완계에 의한 부하 시 탄성 물질의 진동 전달률 측정방법|2021-08-31|2021-0299|기계융합산업표준과|김민우|
2998|KS B ISO13766|토공기계 - 전자기파 적합성 (폐지)|2020-06-01|2020-0093|기계융합산업표준과|양승배|
2999|KS B ISO13769|가스 용기 ― 각인 표시 (폐지)|2013-12-16|2013-0700|기계융합산업표준과|이경희|
3000|KS B ISO13770|알루미늄 합금 가스 실린더 － 넥과 어깨부의 균열 방지 작동 요구사항|2020-12-30|2020-0579|기계융합산업표준과|정지훈|
3001|KS B ISO13772|임업기계 ― 휴대용 체인톱 ― 비수동식 체인브레이크의 성능|2020-11-24|2020-0396|기계융합산업표준과|정현우|
3002|KS B ISO13778|미끄럼베어링 - 얇은 벽 분할 베어링의 품질보증 - 좁은 틈새 범위를 얻기 위한 선택적 베어링 조립 (폐지)|2013-12-23||기계융합산업표준과|김낙현|
3003|KS B ISO13849-1|기계 안전 — 제어 시스템의 안전관련 부품 — 제1부: 설계의 일반 원칙|2021-09-03|2021-0306|기계융합산업표준과|양동학|
3004|KS B ISO13849-100|기계류의 안전성-제어계통의 안전관련부품-제100부:ISO 13849-1 사용 및 응용에 대한 지침 (폐지)|2018-12-28|2018-0584|기계융합산업표준과|양동학|
3005|KS B ISO13849-2|기계안전 — 제어시스템의 안전관련 부품 — 제2부: 검증|2021-09-03|2021-0306|기계융합산업표준과|양동학|
3006|KS B ISO13850|기계 안전 — 비상정지기능 — 설계 원칙|2017-12-11|2017-0585|기계융합산업표준과|양동학|
3007|KS B ISO13851|기계류의 안전성-양손제어 장치-기능적인면 및 설계원리|2018-09-05|2018-0312|기계융합산업표준과|양동학|
3008|KS B ISO13852|기계안전 위험구역에 상체가 도달하는 것을 방호하기 위한 안전거리 (폐지)|2018-01-17|2018-0004|기계융합산업표준과|양동학|
